Lat,Long,Top of upper,top of middle,top of lower,bottom of lower
-88.0,2.0,2.507,15.332,27.782,40.222
-88.0,3.0,2.605,15.456,27.932,40.399
-88.0,4.0,2.703,15.581,28.083,40.575
-88.0,5.0,2.802,15.705,28.234,40.751
-88.0,6.0,2.9,15.83,28.384,40.928
-88.0,7.0,2.998,15.954,28.535,41.104
-88.0,8.0,3.096,16.079,28.685,41.28
-88.0,9.0,2.786,15.619,28.078,40.528
-88.0,10.0,2.74,15.536,27.96,40.375
-88.0,11.0,2.693,15.454,27.842,40.222
-88.0,12.0,2.647,15.371,27.724,40.068
-88.0,13.0,2.6,15.288,27.606,39.915
-88.0,14.0,2.554,15.206,27.488,39.762
-88.0,15.0,2.508,15.123,27.37,39.609
-88.0,16.0,2.461,15.04,27.252,39.456
-88.0,17.0,2.415,14.958,27.134,39.303
-88.0,18.0,2.368,14.875,27.016,39.15
-88.0,19.0,2.322,14.792,26.898,38.997
-88.0,20.0,2.275,14.71,26.78,38.843
-88.0,21.0,2.229,14.627,26.662,38.69
-88.0,22.0,2.182,14.544,26.543,38.537
-88.0,23.0,2.136,14.462,26.425,38.384
-88.0,24.0,2.089,14.379,26.307,38.231
-88.0,25.0,2.043,14.296,26.189,38.078
-88.0,26.0,1.996,14.214,26.071,37.925
-88.0,27.0,1.95,14.131,25.953,37.772
-88.0,28.0,1.904,14.048,25.835,37.619
-88.0,29.0,1.857,13.966,25.717,37.465
-88.0,30.0,1.859,14.222,25.99,37.942
-88.0,31.0,1.804,14.074,25.797,37.668
-88.0,32.0,1.748,13.926,25.603,37.393
-88.0,33.0,1.692,13.778,25.41,37.119
-88.0,34.0,1.636,13.631,25.217,36.845
-88.0,35.0,1.58,13.483,25.023,36.571
-88.0,36.0,1.524,13.335,24.83,36.296
-88.0,37.0,1.487,13.4,24.952,36.51
-88.0,38.0,1.449,13.466,25.074,36.724
-88.0,39.0,1.412,13.532,25.195,36.938
-88.0,40.0,1.374,13.598,25.317,37.152
-88.0,41.0,1.337,13.663,25.439,37.366
-88.0,42.0,1.299,13.729,25.561,37.58
-88.0,43.0,1.324,13.739,25.786,37.833
-88.0,44.0,1.296,13.796,25.924,38.053
-88.0,45.0,1.269,13.853,26.063,38.273
-88.0,46.0,1.241,13.909,26.201,38.494
-88.0,47.0,1.214,13.966,26.34,38.714
-88.0,48.0,1.186,14.023,26.478,38.934
-88.0,49.0,1.159,14.079,26.617,39.154
-88.0,50.0,1.131,14.136,26.755,39.374
-88.0,51.0,1.104,14.193,26.894,39.595
-88.0,52.0,1.076,14.25,27.032,39.815
-88.0,53.0,1.049,14.306,27.171,40.035
-88.0,54.0,1.021,14.363,27.309,40.255
-88.0,55.0,0.994,14.42,27.447,40.475
-88.0,56.0,0.966,14.477,27.586,40.696
-88.0,57.0,0.939,14.533,27.724,40.916
-88.0,58.0,0.911,14.59,27.863,41.136
-88.0,59.0,0.884,14.647,28.001,41.356
-88.0,60.0,0.856,14.704,28.14,41.576
-88.0,61.0,0.829,14.76,28.278,41.797
-88.0,62.0,0.801,14.817,28.417,42.017
-88.0,63.0,0.774,14.874,28.555,42.237
-88.0,64.0,0.705,15.04,28.949,42.859
-88.0,65.0,0.7,15.036,28.947,42.859
-88.0,66.0,0.695,15.033,28.945,42.858
-88.0,67.0,0.691,15.03,28.944,42.857
-88.0,68.0,0.686,15.027,28.942,42.856
-88.0,69.0,0.681,15.023,28.94,42.856
-88.0,70.0,0.676,15.02,28.938,42.855
-88.0,71.0,0.672,15.017,28.937,42.854
-88.0,72.0,0.667,15.013,28.935,42.854
-88.0,73.0,0.662,15.01,28.933,42.853
-88.0,74.0,0.657,15.007,28.931,42.852
-88.0,75.0,0.652,15.003,28.929,42.851
-88.0,76.0,0.648,15.0,28.928,42.851
-88.0,77.0,0.643,14.997,28.926,42.85
-88.0,78.0,0.638,14.994,28.924,42.849
-88.0,79.0,0.633,14.99,28.922,42.848
-88.0,80.0,0.629,14.987,28.921,42.848
-88.0,81.0,0.607,15.042,29.05,43.052
-88.0,82.0,0.596,15.059,29.094,43.125
-88.0,83.0,0.585,15.077,29.139,43.197
-88.0,84.0,0.574,15.094,29.184,43.269
-88.0,85.0,0.563,15.111,29.228,43.341
-88.0,86.0,0.553,15.129,29.273,43.413
-88.0,87.0,0.542,15.146,29.318,43.485
-88.0,88.0,0.531,15.163,29.362,43.557
-88.0,89.0,0.52,15.181,29.407,43.63
-88.0,90.0,0.509,15.198,29.452,43.702
-88.0,91.0,0.498,15.215,29.496,43.774
-88.0,92.0,0.488,15.233,29.541,43.846
-88.0,93.0,0.477,15.25,29.585,43.918
-88.0,94.0,0.466,15.268,29.63,43.99
-88.0,95.0,0.455,15.285,29.675,44.062
-88.0,96.0,0.444,15.302,29.719,44.135
-88.0,97.0,0.433,15.32,29.764,44.207
-88.0,98.0,0.423,15.337,29.809,44.279
-88.0,99.0,0.412,15.354,29.853,44.351
-88.0,100.0,0.401,15.372,29.898,44.423
-88.0,101.0,0.39,15.389,29.943,44.495
-88.0,102.0,0.366,15.562,30.308,45.051
-88.0,103.0,0.358,15.55,30.291,45.03
-88.0,104.0,0.349,15.537,30.274,45.009
-88.0,105.0,0.341,15.524,30.257,44.988
-88.0,106.0,0.333,15.512,30.24,44.968
-88.0,107.0,0.325,15.499,30.223,44.947
-88.0,108.0,0.316,15.487,30.206,44.926
-88.0,109.0,0.309,15.475,30.189,44.905
-88.0,110.0,0.302,15.463,30.173,44.884
-88.0,111.0,0.296,15.451,30.156,44.863
-88.0,112.0,0.289,15.439,30.14,44.842
-88.0,113.0,0.282,15.427,30.123,44.821
-88.0,114.0,0.275,15.415,30.107,44.8
-88.0,115.0,0.272,15.468,30.215,44.962
-88.0,116.0,0.265,15.467,30.218,44.97
-88.0,117.0,0.259,15.465,30.222,44.979
-88.0,118.0,0.253,15.464,30.225,44.988
-88.0,119.0,0.247,15.462,30.229,44.996
-88.0,120.0,0.24,15.461,30.233,45.005
-88.0,121.0,0.234,15.46,30.236,45.013
-88.0,122.0,0.228,15.458,30.24,45.022
-88.0,123.0,0.221,15.457,30.243,45.03
-88.0,124.0,0.215,15.455,30.247,45.039
-88.0,125.0,0.209,15.454,30.251,45.048
-88.0,126.0,0.202,15.452,30.254,45.056
-88.0,127.0,0.196,15.451,30.258,45.065
-88.0,128.0,0.19,15.45,30.261,45.073
-88.0,129.0,0.184,15.448,30.265,45.082
-88.0,130.0,0.177,15.447,30.269,45.09
-88.0,131.0,0.171,15.445,30.272,45.099
-88.0,132.0,0.165,15.444,30.276,45.108
-88.0,133.0,0.158,15.442,30.279,45.116
-88.0,134.0,0.152,15.441,30.283,45.125
-88.0,135.0,0.146,15.44,30.287,45.133
-88.0,136.0,0.153,15.498,30.394,45.291
-88.0,137.0,0.139,15.464,30.341,45.217
-88.0,138.0,0.125,15.429,30.287,45.144
-88.0,139.0,0.112,15.395,30.233,45.071
-88.0,140.0,0.098,15.361,30.18,44.998
-88.0,141.0,0.084,15.327,30.126,44.925
-88.0,142.0,0.07,15.293,30.073,44.852
-88.0,143.0,0.056,15.259,30.019,44.779
-88.0,144.0,0.042,15.224,29.965,44.706
-88.0,145.0,0.028,15.19,29.912,44.633
-88.0,146.0,0.014,15.156,29.858,44.56
-88.0,147.0,-0.0,15.122,29.804,44.486
-88.0,148.0,-0.014,15.088,29.751,44.413
-88.0,149.0,-0.028,15.054,29.697,44.34
-88.0,150.0,-0.042,15.019,29.644,44.267
-88.0,151.0,-0.056,14.985,29.59,44.194
-88.0,152.0,-0.07,14.951,29.536,44.121
-88.0,153.0,-0.07,14.695,29.032,43.367
-88.0,154.0,-0.08,14.582,28.818,43.053
-88.0,155.0,-0.089,14.47,28.605,42.738
-88.0,156.0,-0.098,14.357,28.391,42.424
-88.0,157.0,-0.107,14.244,28.178,42.109
-88.0,158.0,-0.116,14.131,27.964,41.795
-88.0,159.0,-0.125,14.018,27.751,41.48
-88.0,160.0,-0.134,13.906,27.537,41.166
-88.0,161.0,-0.144,13.793,27.324,40.851
-88.0,162.0,-0.153,13.68,27.111,40.537
-88.0,163.0,-0.162,13.567,26.897,40.222
-88.0,164.0,-0.171,13.454,26.684,39.908
-88.0,165.0,-0.18,13.342,26.47,39.593
-88.0,166.0,-0.189,13.229,26.257,39.279
-88.0,167.0,-0.199,13.116,26.043,38.964
-88.0,168.0,-0.208,13.003,25.83,38.65
-88.0,169.0,-0.217,12.891,25.616,38.335
-88.0,170.0,-0.226,12.778,25.403,38.021
-88.0,171.0,-0.235,12.665,25.189,37.706
-88.0,172.0,-0.244,12.552,24.976,37.392
-88.0,173.0,-0.254,12.439,24.762,37.077
-88.0,174.0,-0.199,12.095,24.031,35.959
-88.0,175.0,-0.22,12.026,23.917,35.799
-88.0,176.0,-0.242,11.958,23.803,35.639
-88.0,177.0,-0.263,11.89,23.689,35.48
-88.0,178.0,-0.285,11.822,23.576,35.32
-88.0,179.0,-0.306,11.754,23.462,35.16
-87.0,-180.0,5.111,18.132,30.826,43.296
-87.0,-179.0,-0.995,24.498,41.087,49.263
-87.0,-178.0,-0.995,24.466,41.046,49.237
-87.0,-177.0,-0.994,24.434,41.005,49.211
-87.0,-176.0,-0.993,24.402,40.965,49.185
-87.0,-175.0,-1.581,23.728,40.256,48.508
-87.0,-174.0,-1.579,23.698,40.218,48.485
-87.0,-173.0,-1.576,23.668,40.179,48.461
-87.0,-172.0,-1.574,23.638,40.14,48.437
-87.0,-171.0,-1.572,23.609,40.102,48.413
-87.0,-170.0,-1.569,23.579,40.063,48.389
-87.0,-169.0,-1.567,23.549,40.025,48.365
-87.0,-168.0,-1.564,23.519,39.986,48.341
-87.0,-167.0,-1.562,23.489,39.947,48.317
-87.0,-166.0,-1.56,23.459,39.909,48.293
-87.0,-165.0,-1.557,23.429,39.87,48.269
-87.0,-164.0,-1.555,23.399,39.832,48.245
-87.0,-163.0,-1.552,23.369,39.793,48.221
-87.0,-162.0,-1.55,23.339,39.755,48.197
-87.0,-161.0,-1.553,23.296,39.694,48.144
-87.0,-160.0,-1.581,23.178,39.517,47.937
-87.0,-159.0,-1.61,23.06,39.341,47.73
-87.0,-158.0,-1.639,22.942,39.164,47.523
-87.0,-157.0,-1.668,22.824,38.987,47.316
-87.0,-156.0,-1.697,22.706,38.81,47.11
-87.0,-155.0,-1.726,22.588,38.633,46.903
-87.0,-154.0,-1.755,22.471,38.456,46.696
-87.0,-153.0,-1.784,22.353,38.279,46.489
-87.0,-152.0,-1.813,22.235,38.103,46.282
-87.0,-151.0,-1.842,22.117,37.926,46.075
-87.0,-150.0,-1.87,21.999,37.749,45.868
-87.0,-149.0,-1.899,21.881,37.572,45.661
-87.0,-148.0,-1.928,21.763,37.395,45.454
-87.0,-147.0,-1.891,21.511,36.952,44.913
-87.0,-146.0,-1.846,21.242,36.476,44.329
-87.0,-145.0,-1.8,20.973,35.999,43.745
-87.0,-144.0,-1.754,20.703,35.522,43.161
-87.0,-143.0,-1.709,20.434,35.045,42.577
-87.0,-142.0,-1.663,20.165,34.569,41.993
-87.0,-141.0,-1.618,19.896,34.092,41.409
-87.0,-140.0,-1.573,19.66,33.671,40.893
-87.0,-139.0,-1.53,19.689,33.691,40.908
-87.0,-138.0,-1.486,19.718,33.711,40.923
-87.0,-137.0,-1.443,19.747,33.731,40.937
-87.0,-136.0,-1.4,19.776,33.751,40.952
-87.0,-135.0,-1.357,19.805,33.77,40.967
-87.0,-134.0,-1.314,19.834,33.79,40.981
-87.0,-133.0,-1.271,19.862,33.81,40.996
-87.0,-132.0,-1.228,19.891,33.83,41.011
-87.0,-131.0,-1.185,19.92,33.85,41.025
-87.0,-130.0,-1.142,19.949,33.869,41.04
-87.0,-129.0,-1.099,19.978,33.889,41.055
-87.0,-128.0,-1.056,20.007,33.909,41.07
-87.0,-127.0,-1.013,20.036,33.929,41.084
-87.0,-126.0,-0.976,19.917,33.709,40.811
-87.0,-125.0,-0.94,19.772,33.444,40.485
-87.0,-124.0,-0.905,19.627,33.179,40.158
-87.0,-123.0,-0.869,19.481,32.914,39.831
-87.0,-122.0,-0.833,19.336,32.65,39.505
-87.0,-121.0,-0.798,19.19,32.385,39.178
-87.0,-120.0,-0.762,19.045,32.12,38.852
-87.0,-119.0,-0.726,18.899,31.855,38.525
-87.0,-118.0,-0.691,18.754,31.591,38.199
-87.0,-117.0,-0.655,18.609,31.326,37.872
-87.0,-116.0,-0.619,18.463,31.061,37.546
-87.0,-115.0,-0.583,18.318,30.796,37.219
-87.0,-114.0,-0.548,18.172,30.532,36.892
-87.0,-113.0,-0.512,18.027,30.267,36.566
-87.0,-112.0,-0.576,18.447,31.006,37.469
-87.0,-111.0,-0.507,18.115,30.411,36.737
-87.0,-110.0,-0.439,17.783,29.815,36.005
-87.0,-109.0,-0.37,17.452,29.219,35.274
-87.0,-108.0,-0.302,17.12,28.624,34.542
-87.0,-107.0,-0.269,17.012,28.423,34.293
-87.0,-106.0,-0.236,16.904,28.222,34.044
-87.0,-105.0,-0.203,16.797,28.021,33.796
-87.0,-104.0,-0.169,16.689,27.82,33.547
-87.0,-103.0,-0.194,16.992,28.339,34.178
-87.0,-102.0,-0.175,16.986,28.317,34.148
-87.0,-101.0,-0.156,16.98,28.294,34.117
-87.0,-100.0,-0.137,16.974,28.272,34.087
-87.0,-99.0,-0.118,16.968,28.249,34.056
-87.0,-98.0,-0.099,16.962,28.227,34.026
-87.0,-97.0,-0.08,16.956,28.205,33.995
-87.0,-96.0,-0.062,16.95,28.182,33.964
-87.0,-95.0,-0.043,16.944,28.16,33.934
-87.0,-94.0,-0.024,16.938,28.137,33.903
-87.0,-93.0,-0.005,16.932,28.115,33.873
-87.0,-92.0,0.014,16.926,28.092,33.842
-87.0,-91.0,0.033,16.92,28.07,33.812
-87.0,-90.0,0.052,16.914,28.047,33.781
-87.0,-89.0,0.063,16.902,28.019,33.745
-87.0,-88.0,0.034,16.854,27.958,33.678
-87.0,-87.0,0.004,16.806,27.898,33.611
-87.0,-86.0,-0.025,16.757,27.837,33.544
-87.0,-85.0,-0.054,16.709,27.776,33.477
-87.0,-84.0,-0.084,16.661,27.716,33.41
-87.0,-83.0,-0.113,16.613,27.655,33.343
-87.0,-82.0,-0.142,16.565,27.595,33.276
-87.0,-81.0,-0.172,16.517,27.534,33.209
-87.0,-80.0,-0.201,16.469,27.473,33.142
-87.0,-79.0,-0.23,16.421,27.413,33.075
-87.0,-78.0,-0.26,16.373,27.352,33.008
-87.0,-77.0,-0.289,16.325,27.291,32.941
-87.0,-76.0,-0.318,16.277,27.231,32.874
-87.0,-75.0,-0.328,16.032,26.985,32.768
-87.0,-74.0,-0.335,15.762,26.716,32.657
-87.0,-73.0,-0.343,15.492,26.447,32.545
-87.0,-72.0,-0.35,15.222,26.177,32.434
-87.0,-71.0,-0.357,14.952,25.908,32.323
-87.0,-70.0,-0.365,14.682,25.639,32.211
-87.0,-69.0,-0.372,14.412,25.37,32.1
-87.0,-68.0,-0.375,14.139,25.101,32.0
-87.0,-67.0,-0.345,13.839,24.838,31.986
-87.0,-66.0,-0.314,13.539,24.576,31.973
-87.0,-65.0,-0.284,13.24,24.313,31.959
-87.0,-64.0,-0.254,12.94,24.05,31.945
-87.0,-63.0,-0.223,12.64,23.787,31.932
-87.0,-62.0,-0.193,12.341,23.524,31.918
-87.0,-61.0,-0.163,12.041,23.261,31.904
-87.0,-60.0,-0.132,11.741,22.998,31.891
-87.0,-59.0,-0.102,11.442,22.736,31.877
-87.0,-58.0,-0.072,11.142,22.473,31.863
-87.0,-57.0,-0.041,10.842,22.21,31.85
-87.0,-56.0,-0.011,10.543,21.947,31.836
-87.0,-55.0,0.019,10.243,21.684,31.822
-87.0,-54.0,0.039,10.275,21.794,32.036
-87.0,-53.0,0.056,10.368,21.974,32.291
-87.0,-52.0,0.074,10.462,22.153,32.547
-87.0,-51.0,0.091,10.556,22.332,32.803
-87.0,-50.0,0.109,10.649,22.511,33.058
-87.0,-49.0,0.126,10.743,22.691,33.314
-87.0,-48.0,0.144,10.836,22.87,33.569
-87.0,-47.0,0.161,10.93,23.049,33.825
-87.0,-46.0,0.179,11.023,23.228,34.08
-87.0,-45.0,0.196,11.117,23.408,34.336
-87.0,-44.0,0.213,11.21,23.587,34.592
-87.0,-43.0,0.231,11.304,23.766,34.847
-87.0,-42.0,0.248,11.397,23.946,35.103
-87.0,-41.0,0.266,11.491,24.125,35.358
-87.0,-40.0,0.33,11.604,24.293,35.576
-87.0,-39.0,0.332,11.691,24.476,35.844
-87.0,-38.0,0.334,11.778,24.659,36.112
-87.0,-37.0,0.336,11.865,24.842,36.38
-87.0,-36.0,0.338,11.952,25.025,36.648
-87.0,-35.0,0.328,12.125,25.264,37.044
-87.0,-34.0,0.317,12.298,25.504,37.44
-87.0,-33.0,0.306,12.471,25.743,37.836
-87.0,-32.0,0.295,12.644,25.983,38.232
-87.0,-31.0,0.294,12.611,25.876,38.086
-87.0,-30.0,0.285,12.733,26.03,38.347
-87.0,-29.0,0.276,12.855,26.183,38.609
-87.0,-28.0,0.268,12.977,26.337,38.87
-87.0,-27.0,0.259,13.099,26.491,39.132
-87.0,-26.0,0.251,13.221,26.644,39.394
-87.0,-25.0,0.242,13.343,26.798,39.655
-87.0,-24.0,0.234,13.465,26.952,39.917
-87.0,-23.0,0.225,13.587,27.105,40.178
-87.0,-22.0,0.217,13.709,27.259,40.44
-87.0,-21.0,0.208,13.831,27.413,40.701
-87.0,-20.0,0.2,13.953,27.566,40.963
-87.0,-19.0,0.191,14.076,27.72,41.225
-87.0,-18.0,0.183,14.198,27.874,41.486
-87.0,-17.0,0.179,14.309,28.017,41.725
-87.0,-16.0,0.202,14.364,28.104,41.845
-87.0,-15.0,0.224,14.42,28.191,41.965
-87.0,-14.0,0.247,14.475,28.278,42.084
-87.0,-13.0,0.27,14.53,28.365,42.204
-87.0,-12.0,0.293,14.585,28.452,42.323
-87.0,-11.0,0.315,14.641,28.54,42.443
-87.0,-10.0,0.338,14.696,28.627,42.563
-87.0,-9.0,0.361,14.751,28.714,42.682
-87.0,-8.0,0.384,14.807,28.801,42.802
-87.0,-7.0,0.406,14.862,28.888,42.921
-87.0,-6.0,0.429,14.917,28.975,43.041
-87.0,-5.0,0.452,14.972,29.062,43.161
-87.0,-4.0,0.475,15.028,29.149,43.28
-87.0,-3.0,0.564,15.144,29.293,43.45
-87.0,-2.0,0.662,15.269,29.443,43.626
-87.0,-1.0,0.76,15.393,29.594,43.803
-87.0,0.0,0.858,15.518,29.745,43.979
-87.0,1.0,0.956,15.642,29.895,44.155
-87.0,2.0,1.055,15.767,30.046,44.332
-87.0,3.0,1.153,15.891,30.196,44.508
-87.0,4.0,1.245,16.001,30.334,44.665
-87.0,5.0,1.292,15.998,30.372,44.669
-87.0,6.0,1.34,15.995,30.41,44.674
-87.0,7.0,1.387,15.992,30.448,44.678
-87.0,8.0,1.434,15.988,30.485,44.683
-87.0,9.0,1.482,15.985,30.523,44.687
-87.0,10.0,1.529,15.982,30.561,44.692
-87.0,11.0,1.576,15.979,30.599,44.697
-87.0,12.0,1.624,15.975,30.636,44.701
-87.0,13.0,1.671,15.972,30.674,44.706
-87.0,14.0,1.718,15.969,30.712,44.71
-87.0,15.0,1.766,15.966,30.75,44.715
-87.0,16.0,1.813,15.962,30.787,44.719
-87.0,17.0,1.86,15.959,30.825,44.724
-87.0,18.0,1.861,15.899,30.759,44.609
-87.0,19.0,1.852,15.829,30.674,44.472
-87.0,20.0,1.844,15.759,30.588,44.335
-87.0,21.0,1.835,15.689,30.503,44.199
-87.0,22.0,1.827,15.618,30.418,44.062
-87.0,23.0,1.819,15.548,30.332,43.925
-87.0,24.0,1.81,15.478,30.247,43.788
-87.0,25.0,1.802,15.408,30.161,43.651
-87.0,26.0,1.794,15.338,30.076,43.514
-87.0,27.0,1.785,15.267,29.991,43.377
-87.0,28.0,1.777,15.197,29.905,43.24
-87.0,29.0,1.768,15.127,29.82,43.104
-87.0,30.0,1.76,15.057,29.734,42.967
-87.0,31.0,1.752,14.986,29.649,42.83
-87.0,32.0,1.736,14.766,29.42,42.437
-87.0,33.0,1.73,14.745,29.382,42.384
-87.0,34.0,1.724,14.725,29.344,42.332
-87.0,35.0,1.718,14.704,29.306,42.279
-87.0,36.0,1.712,14.683,29.268,42.227
-87.0,37.0,1.654,14.728,29.282,42.316
-87.0,38.0,1.596,14.773,29.296,42.405
-87.0,39.0,1.537,14.818,29.31,42.495
-87.0,40.0,1.479,14.864,29.325,42.584
-87.0,41.0,1.366,14.871,29.424,42.797
-87.0,42.0,1.294,14.906,29.459,42.917
-87.0,43.0,1.222,14.942,29.494,43.037
-87.0,44.0,1.15,14.978,29.529,43.157
-87.0,45.0,1.078,15.013,29.565,43.277
-87.0,46.0,1.006,15.049,29.6,43.397
-87.0,47.0,0.934,15.085,29.635,43.517
-87.0,48.0,0.862,15.121,29.67,43.637
-87.0,49.0,0.79,15.156,29.706,43.757
-87.0,50.0,0.718,15.192,29.741,43.877
-87.0,51.0,0.646,15.228,29.776,43.997
-87.0,52.0,0.574,15.263,29.811,44.117
-87.0,53.0,0.502,15.299,29.847,44.237
-87.0,54.0,0.431,15.335,29.882,44.357
-87.0,55.0,0.369,15.362,29.907,44.451
-87.0,56.0,0.366,15.344,29.876,44.407
-87.0,57.0,0.362,15.326,29.845,44.363
-87.0,58.0,0.358,15.308,29.815,44.319
-87.0,59.0,0.355,15.29,29.784,44.275
-87.0,60.0,0.351,15.273,29.753,44.23
-87.0,61.0,0.347,15.255,29.722,44.186
-87.0,62.0,0.344,15.237,29.692,44.142
-87.0,63.0,0.34,15.219,29.661,44.098
-87.0,64.0,0.336,15.201,29.63,44.053
-87.0,65.0,0.333,15.183,29.599,44.009
-87.0,66.0,0.329,15.165,29.569,43.965
-87.0,67.0,0.325,15.147,29.538,43.921
-87.0,68.0,0.322,15.129,29.507,43.876
-87.0,69.0,0.317,15.124,29.502,43.871
-87.0,70.0,0.312,15.121,29.5,43.87
-87.0,71.0,0.308,15.117,29.498,43.869
-87.0,72.0,0.303,15.114,29.497,43.869
-87.0,73.0,0.298,15.111,29.495,43.868
-87.0,74.0,0.293,15.108,29.493,43.867
-87.0,75.0,0.288,15.104,29.491,43.866
-87.0,76.0,0.287,15.103,29.491,43.866
-87.0,77.0,0.313,15.122,29.502,43.87
-87.0,78.0,0.339,15.14,29.513,43.873
-87.0,79.0,0.364,15.159,29.524,43.877
-87.0,80.0,0.39,15.178,29.534,43.88
-87.0,81.0,0.416,15.196,29.545,43.884
-87.0,82.0,0.441,15.215,29.556,43.888
-87.0,83.0,0.467,15.233,29.567,43.891
-87.0,84.0,0.493,15.252,29.578,43.895
-87.0,85.0,0.518,15.27,29.588,43.898
-87.0,86.0,0.544,15.289,29.599,43.902
-87.0,87.0,0.57,15.307,29.61,43.906
-87.0,88.0,0.596,15.326,29.621,43.909
-87.0,89.0,0.621,15.344,29.632,43.913
-87.0,90.0,0.627,15.318,29.575,43.825
-87.0,91.0,0.628,15.283,29.505,43.721
-87.0,92.0,0.63,15.249,29.435,43.617
-87.0,93.0,0.632,15.214,29.366,43.512
-87.0,94.0,0.634,15.179,29.296,43.408
-87.0,95.0,0.635,15.145,29.227,43.304
-87.0,96.0,0.637,15.11,29.157,43.199
-87.0,97.0,0.639,15.075,29.087,43.095
-87.0,98.0,0.64,15.041,29.018,42.991
-87.0,99.0,0.642,15.006,28.948,42.887
-87.0,100.0,0.644,14.972,28.878,42.782
-87.0,101.0,0.645,14.937,28.809,42.678
-87.0,102.0,0.647,14.902,28.739,42.574
-87.0,103.0,0.649,14.868,28.669,42.469
-87.0,104.0,0.627,14.836,28.629,42.421
-87.0,105.0,0.636,14.801,28.55,42.298
-87.0,106.0,0.646,14.765,28.47,42.176
-87.0,107.0,0.655,14.729,28.391,42.053
-87.0,108.0,0.665,14.693,28.312,41.93
-87.0,109.0,0.659,14.691,28.313,41.935
-87.0,110.0,0.653,14.689,28.315,41.94
-87.0,111.0,0.647,14.686,28.316,41.945
-87.0,112.0,0.642,14.684,28.318,41.95
-87.0,113.0,0.625,14.707,28.378,42.049
-87.0,114.0,0.617,14.711,28.395,42.078
-87.0,115.0,0.609,14.715,28.411,42.106
-87.0,116.0,0.6,14.719,28.427,42.135
-87.0,117.0,0.592,14.723,28.443,42.163
-87.0,118.0,0.583,14.727,28.459,42.191
-87.0,119.0,0.575,14.731,28.476,42.22
-87.0,120.0,0.566,14.735,28.492,42.248
-87.0,121.0,0.558,14.739,28.508,42.277
-87.0,122.0,0.55,14.743,28.524,42.305
-87.0,123.0,0.541,14.747,28.54,42.333
-87.0,124.0,0.533,14.751,28.557,42.362
-87.0,125.0,0.524,14.755,28.573,42.39
-87.0,126.0,0.516,14.759,28.589,42.419
-87.0,127.0,0.504,14.762,28.606,42.45
-87.0,128.0,0.475,14.76,28.63,42.499
-87.0,129.0,0.445,14.757,28.653,42.548
-87.0,130.0,0.415,14.755,28.676,42.597
-87.0,131.0,0.386,14.752,28.699,42.645
-87.0,132.0,0.356,14.75,28.722,42.694
-87.0,133.0,0.326,14.748,28.745,42.743
-87.0,134.0,0.297,14.745,28.768,42.792
-87.0,135.0,0.267,14.743,28.792,42.841
-87.0,136.0,0.238,14.74,28.815,42.889
-87.0,137.0,0.208,14.738,28.838,42.938
-87.0,138.0,0.178,14.736,28.861,42.987
-87.0,139.0,0.149,14.733,28.884,43.036
-87.0,140.0,0.119,14.731,28.907,43.084
-87.0,141.0,0.103,14.7,28.862,43.025
-87.0,142.0,0.089,14.666,28.809,42.952
-87.0,143.0,0.075,14.632,28.755,42.879
-87.0,144.0,0.061,14.598,28.702,42.806
-87.0,145.0,0.047,14.563,28.648,42.733
-87.0,146.0,0.033,14.529,28.594,42.66
-87.0,147.0,0.02,14.495,28.541,42.587
-87.0,148.0,0.002,14.456,28.48,42.505
-87.0,149.0,-0.039,14.377,28.366,42.355
-87.0,150.0,-0.081,14.298,28.252,42.206
-87.0,151.0,-0.123,14.219,28.138,42.056
-87.0,152.0,-0.165,14.141,28.024,41.906
-87.0,153.0,-0.206,14.062,27.91,41.757
-87.0,154.0,-0.248,13.983,27.796,41.607
-87.0,155.0,-0.29,13.904,27.682,41.457
-87.0,156.0,-0.332,13.825,27.568,41.308
-87.0,157.0,-0.374,13.747,27.454,41.158
-87.0,158.0,-0.415,13.668,27.34,41.009
-87.0,159.0,-0.457,13.589,27.227,40.859
-87.0,160.0,-0.499,13.51,27.113,40.709
-87.0,161.0,-0.541,13.431,26.999,40.56
-87.0,162.0,-0.557,13.403,26.959,40.509
-87.0,163.0,-0.568,13.385,26.934,40.477
-87.0,164.0,-0.58,13.366,26.908,40.445
-87.0,165.0,-0.591,13.348,26.883,40.413
-87.0,166.0,-0.603,13.329,26.857,40.381
-87.0,167.0,-0.614,13.311,26.832,40.349
-87.0,168.0,-0.626,13.292,26.806,40.317
-87.0,169.0,-0.637,13.273,26.781,40.285
-87.0,170.0,-0.649,13.255,26.756,40.253
-87.0,171.0,-0.66,13.236,26.73,40.221
-87.0,172.0,-0.671,13.218,26.705,40.189
-87.0,173.0,-0.683,13.199,26.679,40.157
-87.0,174.0,-0.694,13.181,26.654,40.125
-87.0,175.0,-0.706,13.162,26.628,40.093
-87.0,176.0,-0.702,13.13,26.562,39.991
-87.0,177.0,-0.719,13.116,26.55,39.982
-87.0,178.0,-0.735,13.102,26.538,39.973
-87.0,179.0,-0.751,13.087,26.526,39.964
-86.0,-180.0,0.837,181.715,230.784,149.73
-86.0,-179.0,-1.707,18.262,33.044,43.083
-86.0,-178.0,-1.707,18.247,33.026,43.076
-86.0,-177.0,-1.707,18.231,33.008,43.068
-86.0,-176.0,-1.659,22.621,38.522,46.52
