Lat,Long,Vp,Vs,Rho
-89.0,-104.0,5.7981300000000005,3.30778,2547.37
-89.0,-103.0,5.79878,3.30815,2547.66
-89.0,-102.0,5.7994200000000005,3.30852,2547.94
-89.0,-101.0,5.80007,3.30889,2548.23
-89.0,-100.0,5.80306,3.3106,2549.54
-89.0,-99.0,5.80402,3.31115,2549.96
-89.0,-98.0,5.80498,3.3116999999999996,2550.39
-89.0,-97.0,5.80594,3.3122399999999996,2550.81
-89.0,-96.0,5.79588,3.3065,2546.38
-89.0,-95.0,5.79588,3.3065,2546.38
-89.0,-94.0,5.79588,3.3065,2546.38
-89.0,-93.0,5.79588,3.3065,2546.38
-89.0,-92.0,5.79588,3.3065,2546.38
-89.0,-91.0,5.79588,3.3065,2546.38
-89.0,-90.0,5.79588,3.3065,2546.38
-89.0,-89.0,5.79588,3.3065,2546.38
-89.0,-88.0,5.79588,3.3065,2546.38
-89.0,-87.0,5.79588,3.3065,2546.38
-89.0,-86.0,5.79588,3.3065,2546.38
-89.0,-85.0,5.79588,3.3065,2546.38
-89.0,-84.0,5.79588,3.3065,2546.38
-89.0,-83.0,5.79588,3.3065,2546.38
-89.0,-82.0,5.79588,3.3065,2546.38
-89.0,-81.0,5.79588,3.3065,2546.38
-89.0,-80.0,5.79588,3.3065,2546.38
-89.0,-79.0,5.79588,3.3065,2546.38
-89.0,-78.0,5.79588,3.3065,2546.38
-89.0,-77.0,5.79588,3.3065,2546.38
-89.0,-76.0,5.79588,3.3065,2546.38
-89.0,-75.0,5.79588,3.3065,2546.38
-89.0,-74.0,5.79588,3.3065,2546.38
-89.0,-73.0,5.79588,3.3065,2546.38
-89.0,-72.0,5.79588,3.3065,2546.38
-89.0,-71.0,5.79588,3.3065,2546.38
-89.0,-70.0,5.79588,3.3065,2546.38
-89.0,-69.0,5.79588,3.3065,2546.38
-89.0,-68.0,5.79588,3.3065,2546.38
-89.0,-67.0,5.79588,3.3065,2546.38
-89.0,-66.0,5.79588,3.3065,2546.38
-89.0,-65.0,5.79588,3.3065,2546.38
-89.0,-64.0,5.79588,3.3065,2546.38
-89.0,-63.0,5.79588,3.3065,2546.38
-89.0,-62.0,5.79588,3.3065,2546.38
-89.0,-61.0,5.79588,3.3065,2546.38
-89.0,-60.0,5.79588,3.3065,2546.38
-89.0,-59.0,5.79588,3.3065,2546.38
-89.0,-58.0,5.79588,3.3065,2546.38
-89.0,-57.0,5.79588,3.3065,2546.38
-89.0,-56.0,5.79588,3.3065,2546.38
-89.0,-55.0,5.79588,3.3065,2546.38
-89.0,-54.0,5.79588,3.3065,2546.38
-89.0,-53.0,5.79588,3.3065,2546.38
-89.0,-52.0,5.79588,3.3065,2546.38
-89.0,-51.0,5.79588,3.3065,2546.38
-89.0,-50.0,5.79588,3.3065,2546.38
-89.0,-49.0,5.79588,3.3065,2546.38
-89.0,-48.0,5.79588,3.3065,2546.38
-89.0,-47.0,5.87117,3.34945,2579.46
-89.0,-46.0,5.863989999999999,3.3453600000000003,2576.31
-89.0,-45.0,5.85681,3.34126,2573.15
-89.0,-44.0,5.84962,3.33716,2570.0
-89.0,-43.0,5.786479999999999,3.3011399999999997,2542.26
-89.0,-42.0,5.78793,3.30197,2542.9
-89.0,-41.0,5.78938,3.30279,2543.53
-89.0,-40.0,5.79083,3.30362,2544.17
-89.0,-39.0,5.79228,3.3044499999999997,2544.8
-89.0,-38.0,5.793729999999999,3.30527,2545.44
-89.0,-37.0,5.79518,3.3061,2546.08
-89.0,-36.0,5.79662,3.30693,2546.71
-89.0,-35.0,5.803649999999999,3.31093,2549.8
-89.0,-34.0,5.81067,3.31494,2552.89
-89.0,-33.0,5.817699999999999,3.3189499999999996,2555.97
-89.0,-32.0,5.82472,3.3229499999999996,2559.06
-89.0,-31.0,5.83174,3.32696,2562.14
-89.0,-30.0,5.83877,3.3309699999999998,2565.23
-89.0,-29.0,5.84579,3.33498,2568.31
-89.0,-28.0,5.85211,3.33858,2571.09
-89.0,-27.0,5.85904,3.34254,2574.14
-89.0,-26.0,5.86597,3.3464899999999997,2577.18
-89.0,-25.0,5.8729,3.35044,2580.23
-89.0,-24.0,5.8099799999999995,3.31455,2552.58
-89.0,-23.0,5.81083,3.31503,2552.95
-89.0,-22.0,5.81168,3.31551,2553.33
-89.0,-21.0,5.81252,3.316,2553.7
-89.0,-20.0,5.81337,3.31648,2554.07
-89.0,-19.0,5.814220000000001,3.31696,2554.44
-89.0,-18.0,5.8150699999999995,3.31745,2554.82
-89.0,-17.0,5.81591,3.31793,2555.19
-89.0,-16.0,5.81676,3.3184099999999996,2555.56
-89.0,-15.0,5.817609999999999,3.3189,2555.93
-89.0,-14.0,5.81846,3.31938,2556.3
-89.0,-13.0,5.8193,3.3198600000000003,2556.68
-89.0,-12.0,5.82015,3.32035,2557.05
-89.0,-11.0,5.821,3.32083,2557.42
-89.0,-10.0,5.82184,3.32131,2557.79
-89.0,-9.0,5.82269,3.3218,2558.17
-89.0,-8.0,5.82354,3.32228,2558.54
-89.0,-7.0,5.82439,3.32276,2558.91
-89.0,-6.0,5.8252299999999995,3.32325,2559.28
-89.0,-5.0,5.82608,3.32373,2559.65
-89.0,-4.0,5.82693,3.32421,2560.03
-89.0,-3.0,5.82777,3.3247,2560.4
-89.0,-2.0,5.82862,3.32518,2560.77
-89.0,-1.0,5.829470000000001,3.32566,2561.14
-89.0,0.0,5.8303199999999995,3.32615,2561.52
-89.0,1.0,5.83116,3.32663,2561.89
-89.0,2.0,5.83201,3.3271100000000002,2562.26
-89.0,3.0,5.832859999999999,3.3276,2562.63
-89.0,4.0,5.83371,3.32808,2563.0
-89.0,5.0,5.83455,3.32856,2563.38
-89.0,6.0,5.8354,3.32905,2563.75
-89.0,7.0,5.83625,3.32953,2564.12
-89.0,8.0,5.83709,3.33001,2564.49
-89.0,9.0,5.83794,3.3305,2564.87
-89.0,10.0,5.83879,3.33098,2565.24
-89.0,11.0,5.83964,3.33146,2565.61
-89.0,12.0,5.8404799999999994,3.33195,2565.98
-89.0,13.0,5.84133,3.33243,2566.35
-89.0,14.0,5.84218,3.33291,2566.73
-89.0,15.0,5.84302,3.3334,2567.1
-89.0,16.0,5.84387,3.33388,2567.47
-89.0,17.0,5.844720000000001,3.33436,2567.84
-89.0,18.0,5.8455699999999995,3.33485,2568.22
-89.0,19.0,5.84641,3.33533,2568.59
-89.0,20.0,5.84726,3.33581,2568.96
-89.0,21.0,5.848109999999999,3.3363,2569.33
-89.0,22.0,5.84896,3.33678,2569.7
-89.0,23.0,5.8498,3.33726,2570.08
-89.0,24.0,5.85065,3.33775,2570.45
-89.0,25.0,5.91526,3.37461,2598.84
-89.0,26.0,5.91003,3.37162,2596.54
-89.0,27.0,5.90479,3.36864,2594.24
-89.0,28.0,5.89956,3.36565,2591.94
-89.0,29.0,5.90172,3.36688,2592.89
-89.0,30.0,5.89534,3.36325,2590.09
-89.0,31.0,5.8889700000000005,3.35961,2587.28
-89.0,32.0,5.88259,3.3559699999999997,2584.48
-89.0,33.0,5.87621,3.35233,2581.68
-89.0,34.0,5.86984,3.34869,2578.88
-89.0,35.0,5.86346,3.34506,2576.08
-89.0,36.0,5.85708,3.3414200000000003,2573.28
-89.0,37.0,5.861770000000001,3.34409,2575.33
-89.0,38.0,5.8664499999999995,3.34676,2577.39
-89.0,39.0,5.87113,3.34943,2579.45
-89.0,40.0,5.87581,3.3521,2581.5
-89.0,41.0,5.8805,3.35477,2583.56
-89.0,42.0,5.88518,3.3574499999999996,2585.62
-89.0,43.0,5.88986,3.3601199999999998,2587.68
-89.0,44.0,5.99236,3.41859,2632.71
-89.0,45.0,6.01011,3.4287199999999998,2640.51
-89.0,46.0,6.0278599999999996,3.43885,2648.31
-89.0,47.0,6.0456199999999995,3.44898,2656.11
-89.0,48.0,5.8595,3.3428,2574.34
-89.0,49.0,5.8595,3.3428,2574.34
-89.0,50.0,5.8595,3.3428,2574.34
-89.0,51.0,5.8595,3.3428,2574.34
-89.0,52.0,5.8595,3.3428,2574.34
-89.0,53.0,5.8595,3.3428,2574.34
-89.0,54.0,5.8595,3.3428,2574.34
-89.0,55.0,5.8595,3.3428,2574.34
-89.0,56.0,5.8595,3.3428,2574.34
-89.0,57.0,5.8595,3.3428,2574.34
-89.0,58.0,5.8595,3.3428,2574.34
-89.0,59.0,5.8595,3.3428,2574.34
-89.0,60.0,5.8595,3.3428,2574.34
-89.0,61.0,5.8595,3.3428,2574.34
-89.0,62.0,5.8595,3.3428,2574.34
-89.0,63.0,5.8595,3.3428,2574.34
-89.0,64.0,5.8595,3.3428,2574.34
-89.0,65.0,5.8595,3.3428,2574.34
-89.0,66.0,5.8595,3.3428,2574.34
-89.0,67.0,5.8595,3.3428,2574.34
-89.0,68.0,5.8595,3.3428,2574.34
-89.0,69.0,5.8595,3.3428,2574.34
-89.0,70.0,5.8595,3.3428,2574.34
-89.0,71.0,5.8595,3.3428,2574.34
-89.0,72.0,5.8595,3.3428,2574.34
-89.0,73.0,5.8595,3.3428,2574.34
-89.0,74.0,5.8595,3.3428,2574.34
-89.0,75.0,5.8595,3.3428,2574.34
-89.0,76.0,5.8595,3.3428,2574.34
-89.0,77.0,5.8595,3.3428,2574.34
-89.0,78.0,5.8595,3.3428,2574.34
-89.0,79.0,5.8595,3.3428,2574.34
-89.0,80.0,5.8595,3.3428,2574.34
-89.0,81.0,5.8595,3.3428,2574.34
-89.0,82.0,5.8595,3.3428,2574.34
-89.0,83.0,5.8595,3.3428,2574.34
-89.0,84.0,5.8595,3.3428,2574.34
-89.0,85.0,5.8595,3.3428,2574.34
-89.0,86.0,5.8595,3.3428,2574.34
-89.0,87.0,5.8595,3.3428,2574.34
-89.0,88.0,5.8595,3.3428,2574.34
-89.0,89.0,5.8595,3.3428,2574.34
-89.0,90.0,5.8595,3.3428,2574.34
-89.0,91.0,5.8595,3.3428,2574.34
-89.0,92.0,5.8595,3.3428,2574.34
-89.0,93.0,5.8595,3.3428,2574.34
-89.0,94.0,5.8595,3.3428,2574.34
-89.0,95.0,5.8595,3.3428,2574.34
-89.0,96.0,5.8595,3.3428,2574.34
-89.0,97.0,5.884390000000001,3.357,2585.27
-89.0,98.0,5.882020000000001,3.3556399999999997,2584.23
-89.0,99.0,5.87964,3.3542899999999998,2583.19
-89.0,100.0,5.87727,3.3529299999999997,2582.14
-89.0,101.0,5.86269,3.34462,2575.74
-89.0,102.0,5.8622,3.3443400000000003,2575.52
-89.0,103.0,5.86171,3.34406,2575.31
-89.0,104.0,5.86122,3.34378,2575.09
-89.0,105.0,5.860720000000001,3.3434899999999996,2574.88
-89.0,106.0,5.86023,3.34321,2574.66
-89.0,107.0,5.8597399999999995,3.34293,2574.44
-89.0,108.0,5.85925,3.34265,2574.23
-89.0,109.0,5.86482,3.34583,2576.68
-89.0,110.0,5.8704,3.3490100000000003,2579.13
-89.0,111.0,5.875970000000001,3.3521900000000002,2581.58
-89.0,112.0,5.88155,3.3553800000000003,2584.02
-89.0,113.0,5.8871199999999995,3.3585599999999998,2586.47
-89.0,114.0,5.8927,3.3617399999999997,2588.92
-89.0,115.0,5.89827,3.36492,2591.37
-89.0,116.0,5.75828,3.28505,2529.87
-89.0,117.0,5.7444,3.27713,2523.77
-89.0,118.0,5.73053,3.26922,2517.67
-89.0,119.0,5.71665,3.2613000000000003,2511.58
-89.0,120.0,5.831510000000001,3.33817,2573.96
-89.0,121.0,5.8288400000000005,3.33764,2573.83
-89.0,122.0,5.82617,3.33711,2573.7
-89.0,123.0,5.823510000000001,3.33657,2573.56
-89.0,124.0,5.8208400000000005,3.33604,2573.43
-89.0,125.0,5.81817,3.33551,2573.3
-89.0,126.0,5.815510000000001,3.3349699999999998,2573.16
-89.0,127.0,5.8128400000000005,3.33444,2573.03
-89.0,128.0,5.81017,3.33391,2572.9
-89.0,129.0,5.807510000000001,3.33337,2572.76
-89.0,130.0,5.80484,3.33284,2572.63
-89.0,131.0,5.80217,3.33231,2572.5
-89.0,132.0,5.799510000000001,3.33177,2572.36
-89.0,133.0,5.79684,3.3312399999999998,2572.23
-89.0,134.0,5.79417,3.33071,2572.1
-89.0,135.0,5.791510000000001,3.33017,2571.96
-89.0,136.0,5.78884,3.32964,2571.83
-89.0,137.0,5.78617,3.32911,2571.7
-89.0,138.0,5.783510000000001,3.32857,2571.56
-89.0,139.0,5.78084,3.32804,2571.43
-89.0,140.0,5.77817,3.32751,2571.3
-89.0,141.0,5.775510000000001,3.3269699999999998,2571.16
-89.0,142.0,5.77284,3.32644,2571.03
-89.0,143.0,5.77017,3.32591,2570.9
-89.0,144.0,5.767510000000001,3.32537,2570.76
-89.0,145.0,5.76484,3.32484,2570.63
-89.0,146.0,5.76217,3.32431,2570.5
-89.0,147.0,5.759510000000001,3.32377,2570.36
-89.0,148.0,5.75684,3.3232399999999997,2570.23
-89.0,149.0,5.75417,3.32271,2570.1
-89.0,150.0,5.751510000000001,3.3221700000000003,2569.96
-89.0,151.0,5.74884,3.32164,2569.83
-89.0,152.0,5.74617,3.32111,2569.7
-89.0,153.0,5.743510000000001,3.32057,2569.56
-89.0,154.0,5.74084,3.32004,2569.43
-89.0,155.0,5.73817,3.31951,2569.3
-89.0,156.0,5.7355100000000006,3.3189699999999998,2569.16
-89.0,157.0,5.73284,3.31844,2569.03
-89.0,158.0,5.73017,3.31791,2568.9
-89.0,159.0,5.7275100000000005,3.31737,2568.76
-89.0,160.0,5.72484,3.31684,2568.63
-89.0,161.0,5.72217,3.31631,2568.5
-89.0,162.0,5.7195100000000005,3.31577,2568.36
-89.0,163.0,5.71684,3.3152399999999997,2568.23
-89.0,164.0,5.71417,3.31471,2568.1
-89.0,165.0,5.7115100000000005,3.3141700000000003,2567.96
-89.0,166.0,5.70884,3.31364,2567.83
-89.0,167.0,5.70617,3.31311,2567.7
-89.0,168.0,5.7035100000000005,3.31257,2567.56
-89.0,169.0,5.72539,3.32821,2580.49
-89.0,170.0,5.72039,3.32613,2579.11
-89.0,171.0,5.71538,3.32406,2577.73
-89.0,172.0,5.71037,3.32198,2576.35
-89.0,173.0,5.75808,3.34191,2589.65
-89.0,174.0,5.74494,3.33644,2586.01
-89.0,175.0,5.7318,3.3309699999999998,2582.37
-89.0,176.0,5.71866,3.3255,2578.72
-89.0,177.0,5.705520000000001,3.32003,2575.08
-89.0,178.0,5.69238,3.3145599999999997,2571.43
-89.0,179.0,5.67924,3.3090900000000003,2567.79
-88.0,-180.0,8.756879999999999,5.10571,3962.86
-88.0,-179.0,6.2513000000000005,3.6375100000000002,2806.3
-88.0,-178.0,6.25033,3.63697,2805.92
-88.0,-177.0,6.249359999999999,3.63643,2805.55
-88.0,-176.0,6.248399999999999,3.6358800000000002,2805.17
-88.0,-175.0,6.2474300000000005,3.6353400000000002,2804.8
-88.0,-174.0,6.24646,3.6348000000000003,2804.43
-88.0,-173.0,6.011340000000001,3.50159,2710.06
-88.0,-172.0,6.0110600000000005,3.50144,2709.96
-88.0,-171.0,6.01078,3.5012800000000004,2709.86
-88.0,-170.0,6.0105,3.5011300000000003,2709.77
-88.0,-169.0,6.01022,3.5009699999999997,2709.67
-88.0,-168.0,6.009939999999999,3.50082,2709.57
-88.0,-167.0,6.00966,3.50066,2709.47
-88.0,-166.0,6.00938,3.5005100000000002,2709.37
-88.0,-165.0,6.0091,3.50036,2709.27
-88.0,-164.0,6.00882,3.5002,2709.17
-88.0,-163.0,6.00854,3.5000500000000003,2709.08
-88.0,-162.0,6.00826,3.4998899999999997,2708.98
-88.0,-161.0,6.00798,3.4997399999999996,2708.88
-88.0,-160.0,6.0077,3.49958,2708.78
-88.0,-159.0,6.00742,3.49943,2708.68
-88.0,-158.0,6.007140000000001,3.49928,2708.58
-88.0,-157.0,6.00686,3.49912,2708.48
-88.0,-156.0,6.00658,3.49897,2708.39
-88.0,-155.0,6.0063,3.4988099999999998,2708.29
-88.0,-154.0,6.00602,3.4986599999999997,2708.19
-88.0,-153.0,6.005739999999999,3.49851,2708.09
-88.0,-152.0,6.04165,3.51943,2724.3
-88.0,-151.0,6.02149,3.50769,2715.24
-88.0,-150.0,6.00132,3.49596,2706.18
-88.0,-149.0,5.9811499999999995,3.4842199999999997,2697.12
-88.0,-148.0,5.96099,3.47248,2688.06
-88.0,-147.0,5.9408199999999995,3.46075,2679.0
-88.0,-146.0,5.920649999999999,3.4490100000000004,2669.95
-88.0,-145.0,5.90049,3.4372800000000003,2660.89
-88.0,-144.0,5.880319999999999,3.42554,2651.83
-88.0,-143.0,5.86015,3.4138,2642.77
-88.0,-142.0,5.839989999999999,3.40207,2633.71
-88.0,-141.0,5.81982,3.39033,2624.65
-88.0,-140.0,5.79966,3.3786,2615.6
-88.0,-139.0,5.77949,3.36686,2606.54
-88.0,-138.0,5.75932,3.35512,2597.48
-88.0,-137.0,5.73916,3.34339,2588.42
-88.0,-136.0,5.71899,3.3316500000000002,2579.36
-88.0,-135.0,5.76523,3.35193,2593.71
-88.0,-134.0,5.76861,3.35155,2592.96
-88.0,-133.0,5.77199,3.35117,2592.2
-88.0,-132.0,5.77537,3.35079,2591.44
-88.0,-131.0,5.77875,3.3504099999999997,2590.69
-88.0,-130.0,5.78213,3.3500199999999998,2589.93
-88.0,-129.0,5.78551,3.34964,2589.17
-88.0,-128.0,5.7889,3.34926,2588.41
-88.0,-127.0,5.79228,3.3488800000000003,2587.66
-88.0,-126.0,5.79566,3.3485,2586.9
-88.0,-125.0,5.79904,3.3481199999999998,2586.14
-88.0,-124.0,5.80242,3.34774,2585.39
-88.0,-123.0,5.8058000000000005,3.34735,2584.63
-88.0,-122.0,5.809189999999999,3.34697,2583.87
-88.0,-121.0,5.81257,3.34659,2583.12
-88.0,-120.0,5.81595,3.34621,2582.36
-88.0,-119.0,5.81933,3.34583,2581.6
-88.0,-118.0,5.82271,3.34545,2580.84
-88.0,-117.0,5.82609,3.34506,2580.09
-88.0,-116.0,5.829470000000001,3.34468,2579.33
-88.0,-115.0,5.832859999999999,3.3443,2578.57
-88.0,-114.0,5.8326,3.3374200000000003,2571.06
-88.0,-113.0,5.83668,3.33828,2571.6
-88.0,-112.0,5.84076,3.33915,2572.15
-88.0,-111.0,5.8448400000000005,3.34002,2572.69
-88.0,-110.0,5.84892,3.34089,2573.23
-88.0,-109.0,5.85301,3.3417600000000003,2573.78
-88.0,-108.0,5.85709,3.34263,2574.32
-88.0,-107.0,5.85846,3.3449400000000002,2576.22
-88.0,-106.0,5.85982,3.3472399999999998,2578.13
-88.0,-105.0,5.86119,3.34954,2580.03
-88.0,-104.0,5.86256,3.35184,2581.94
-88.0,-103.0,5.86392,3.3541399999999997,2583.84
-88.0,-102.0,5.86529,3.35644,2585.75
-88.0,-101.0,5.86363,3.35365,2583.44
-88.0,-100.0,5.86451,3.35513,2584.66
-88.0,-99.0,5.8653900000000005,3.3566100000000003,2585.89
-88.0,-98.0,5.86627,3.3580900000000002,2587.11
-88.0,-97.0,5.86715,3.35957,2588.34
-88.0,-96.0,5.86803,3.36105,2589.56
-88.0,-95.0,5.86891,3.36253,2590.79
-88.0,-94.0,5.86979,3.3640100000000004,2592.01
-88.0,-93.0,5.8706700000000005,3.36549,2593.24
-88.0,-92.0,5.87155,3.36697,2594.46
-88.0,-91.0,5.8724300000000005,3.3684499999999997,2595.69
-88.0,-90.0,5.8733,3.3699299999999996,2596.91
-88.0,-89.0,5.87418,3.37141,2598.14
-88.0,-88.0,5.87506,3.37289,2599.36
-88.0,-87.0,5.87594,3.37437,2600.59
-88.0,-86.0,5.8768199999999995,3.37585,2601.81
-88.0,-85.0,5.8777,3.3773299999999997,2603.04
-88.0,-84.0,5.87858,3.37881,2604.26
-88.0,-83.0,5.87946,3.38029,2605.49
-88.0,-82.0,5.88034,3.38178,2606.71
-88.0,-81.0,5.88122,3.3832600000000004,2607.94
-88.0,-80.0,5.8982,3.39662,2619.5
-88.0,-79.0,5.89023,3.39157,2615.05
-88.0,-78.0,5.8822600000000005,3.38652,2610.59
-88.0,-77.0,5.87429,3.3814699999999998,2606.13
-88.0,-76.0,5.86632,3.37642,2601.68
-88.0,-75.0,5.858350000000001,3.3713699999999998,2597.22
-88.0,-74.0,5.85038,3.36632,2592.77
-88.0,-73.0,5.8424,3.36127,2588.31
-88.0,-72.0,5.83443,3.35621,2583.86
-88.0,-71.0,5.82646,3.3511599999999997,2579.4
-88.0,-70.0,5.81849,3.34611,2574.94
-88.0,-69.0,5.81052,3.34106,2570.49
-88.0,-68.0,5.80255,3.3360100000000004,2566.03
-88.0,-67.0,5.79458,3.33096,2561.58
-88.0,-66.0,5.78661,3.32591,2557.12
-88.0,-65.0,5.77864,3.32086,2552.67
-88.0,-64.0,5.77067,3.31581,2548.21
-88.0,-63.0,5.8029399999999995,3.3329400000000002,2562.82
-88.0,-62.0,5.80924,3.33575,2565.12
-88.0,-61.0,5.81555,3.3385599999999998,2567.42
-88.0,-60.0,5.82185,3.34138,2569.73
-88.0,-59.0,5.82815,3.34419,2572.03
-88.0,-58.0,5.8344499999999995,3.34701,2574.34
-88.0,-57.0,5.84075,3.3498200000000002,2576.64
-88.0,-56.0,5.847060000000001,3.35263,2578.94
-88.0,-55.0,5.8533599999999995,3.35545,2581.25
-88.0,-54.0,5.85966,3.35826,2583.55
-88.0,-53.0,5.86596,3.36108,2585.86
-88.0,-52.0,5.87226,3.36389,2588.16
-88.0,-51.0,5.87856,3.3667,2590.47
-88.0,-50.0,5.88487,3.36952,2592.77
-88.0,-49.0,5.89117,3.37233,2595.07
-88.0,-48.0,5.89747,3.37515,2597.38
-88.0,-47.0,5.903770000000001,3.37796,2599.68
-88.0,-46.0,5.910069999999999,3.38078,2601.99
-88.0,-45.0,5.91638,3.3835900000000003,2604.29
-88.0,-44.0,5.922680000000001,3.3864,2606.59
-88.0,-43.0,5.928979999999999,3.38922,2608.9
-88.0,-42.0,5.90789,3.3784,2600.35
-88.0,-41.0,5.91946,3.38383,2604.74
-88.0,-40.0,5.93104,3.38927,2609.14
-88.0,-39.0,5.942609999999999,3.39471,2613.53
-88.0,-38.0,5.95418,3.40015,2617.92
-88.0,-37.0,5.96575,3.40558,2622.31
-88.0,-36.0,5.97732,3.41102,2626.7
-88.0,-35.0,5.9808900000000005,3.4118000000000004,2627.52
-88.0,-34.0,5.98446,3.4125799999999997,2628.34
-88.0,-33.0,5.98803,3.41336,2629.16
-88.0,-32.0,5.9916,3.4141399999999997,2629.99
-88.0,-31.0,5.99517,3.41492,2630.81
-88.0,-30.0,5.99874,3.4156999999999997,2631.63
-88.0,-29.0,6.00697,3.42693,2639.13
-88.0,-28.0,6.0113,3.4294000000000002,2641.03
-88.0,-27.0,6.01562,3.43186,2642.93
-88.0,-26.0,6.019939999999999,3.43433,2644.83
-88.0,-25.0,6.02426,3.43679,2646.73
-88.0,-24.0,6.02859,3.4392600000000004,2648.62
-88.0,-23.0,6.03291,3.4417199999999997,2650.52
-88.0,-22.0,6.037229999999999,3.44419,2652.42
-88.0,-21.0,6.04155,3.44666,2654.32
-88.0,-20.0,6.04588,3.4491199999999997,2656.22
-88.0,-19.0,6.0502,3.45159,2658.12
-88.0,-18.0,6.05452,3.45405,2660.02
-88.0,-17.0,6.05884,3.45652,2661.92
-88.0,-16.0,6.06316,3.4589899999999996,2663.82
-88.0,-15.0,6.067489999999999,3.4614499999999997,2665.72
-88.0,-14.0,6.07181,3.46392,2667.61
-88.0,-13.0,6.07613,3.46638,2669.51
-88.0,-12.0,6.08045,3.4688499999999998,2671.41
-88.0,-11.0,6.084779999999999,3.47131,2673.31
-88.0,-10.0,6.0891,3.47378,2675.21
-88.0,-9.0,6.09342,3.47625,2677.11
