SiO2,TiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,H2O_Total,CO2,MnO,P2O5,Li,Be,B,F,S,Cl,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Pd,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
46.772357291338515,2.9816402890840026,12.19252906944679,14.667536697628828,4.893409649489305,8.225007718982228,2.929646561708963,3.4645820260483124,-1.0,-1.0,0.2629682749929888,0.4039512665291539,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.5,183.0,51.4,44.0,61.8,21.7,-1.0,-1.0,-1.0,-1.0,185.0,56.3,46.92,225.02,18.84,-1.0,-1.0,19.9536275,48.5238865,6.9686445,31.837977000000002,7.9825990000000004,2.4307654999999997,8.5796155,1.3825725,8.444075000000002,1.6904395,4.7365715,0.656815,4.1516415,0.6181905
48.94494031221655,1.7873405076944469,14.00183360809626,11.677505329575167,6.573574484674878,10.212231894075206,3.038878715543131,0.8876724669086514,-1.0,-1.0,0.2129214363193049,0.2928919288335978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.6,135.0,62.9,41.7,30.4,9.33,-1.0,-1.0,-1.0,-1.0,9.84,173.0,46.99,236.11,6.99,-1.0,-1.0,11.8403385,33.021659,4.79882,23.150667499999997,6.523331,2.1358115,7.646613500000001,1.2730130000000002,7.9937854999999995,1.640907,4.634233999999999,0.653519,4.1757935,0.6212735
48.440037636043286,2.5482128972092526,13.093955483580539,14.903162327943331,6.318048454438006,10.612721897518016,0.6497992872444152,0.8277443228282703,-1.0,-1.0,0.26091940610891134,0.2699166270092186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.4,217.0,83.2,44.4,35.0,20.1,-1.0,-1.0,-1.0,-1.0,8.29,53.5,50.39,172.82,6.09,-1.0,-1.0,11.6141065,30.0012495,4.594511499999999,21.936225999999998,6.3751385,2.0535565,7.8383905,1.3403990000000001,8.450617,1.7899509999999998,5.170184000000001,0.732828,4.6782875,0.7073995
50.53164241441769,0.8487084692049421,16.393368888682975,8.917120543813478,7.755336047222546,10.366439135047408,1.2695639056422574,1.1096188466637054,-1.0,-1.0,0.161944372215784,0.14295089646208092,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.9,100.0,152.0,44.8,141.0,6.22,-1.0,-1.0,-1.0,-1.0,15.9,100.0,31.19,100.66,3.62,-1.0,-1.0,10.323768000000001,20.4540255,2.8696175,12.2751425,3.1576905,1.0841205,3.9389785,0.709678,4.711126999999999,1.0414955,3.122824,0.459894,3.0218365,0.4683765
49.832005688243775,1.8111819355251064,13.437349798848885,12.15365493627536,6.390641948097973,10.67407222410793,2.6802692364479768,0.46804701591703474,-1.0,-1.0,0.20102019273359825,0.1970197908881535,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.007481999999996,330.30650449999996,116.68401933333334,45.40888533333333,49.009223999999996,73.39770633333333,-1.0,-1.0,-1.0,-1.0,8.26,219.0,26.98,113.83,8.96,-1.0,-1.0,8.887135,22.230415666666666,3.2684646666666666,15.110557,4.004635666666667,1.5317043333333333,4.742245,0.8093053333333333,4.798404333333333,0.9846303333333333,2.7019593333333334,0.37849,2.3267443333333335,0.352589
53.165842086246194,1.0731582933620933,13.632010753518486,7.494131587512263,7.821153638482359,7.632125756426967,3.9305797697232316,2.8784245743672927,-1.0,-1.0,0.14302109594667228,0.13802035832615928,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30.72916,174.74863333333334,690.9047146666667,40.141573666666666,121.45813066666666,30.035572333333334,-1.0,-1.0,-1.0,-1.0,121.0,245.0,34.56,115.52,8.71,-1.0,-1.0,22.338174,48.701661333333334,5.946047666666667,23.167998666666666,5.225513333333333,1.1863573333333333,5.620691666666667,0.958521,5.746997666666667,1.2139223333333333,3.479506333333333,0.5193023333333333,3.343846,0.5212283333333334
51.77288388566252,1.0419976630456096,16.694962557146308,8.856274567417014,6.1669861689081324,7.76598258273724,3.0299932044416473,2.018995471870524,-1.0,-1.0,0.1739996097600154,0.1899995738758789,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.715083,122.9062235,135.5980095,39.85030733333333,53.095757,18.125550333333333,-1.0,-1.0,-1.0,-1.0,90.0,215.0,55.39,86.15,32.89,-1.0,-1.0,7.984963333333333,18.648154666666667,3.048617,13.431793,3.8413470000000003,1.3830716666666667,5.900688333333333,1.1860656666666667,7.732356666666667,1.6475143333333333,4.711357,0.7183796666666666,4.790229,0.765732
49.282019504964005,1.8749626965040178,13.083739691231237,12.694789272517442,6.282874998471864,10.07079963546238,2.539949466197443,1.098978135177555,-1.0,-1.0,0.21099580211325214,0.20699588169404357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.012476666666664,348.37959,110.163702,46.309506,49.537084666666665,32.096749333333335,-1.0,-1.0,-1.0,-1.0,15.6,166.0,27.57,120.79,9.12,-1.0,-1.0,9.511668333333333,23.753087333333333,3.502606,16.142082333333335,4.200375666666667,1.5613903333333332,5.035044666666667,0.870089,5.025342333333333,1.0346043333333332,2.8433656666666667,0.39702366666666666,2.452849,0.37574233333333334
51.15415157032287,1.6839720700698604,15.291746375004932,10.22389233861145,5.2199134238507545,8.017867017707923,3.2699457655157027,2.1089650212454485,-1.0,-1.0,0.18799688193178965,0.45999237068416615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.751599333333335,219.88201266666667,62.117621,31.690134666666665,20.049341333333334,20.750248,-1.0,-1.0,-1.0,-1.0,60.1,396.0,33.15,146.04,8.44,-1.0,-1.0,19.006574,47.15472466666667,6.640351666666667,28.355929666666665,6.270535333333333,2.1479703333333333,6.525151666666667,1.0078843333333334,5.708309666666667,1.1662186666666667,3.1595013333333335,0.4443666666666667,2.748849,0.419401
50.48767626665128,1.1719692722081105,15.484594010360574,9.595717095793855,6.658825412656833,9.172759499970136,3.4699090226639457,1.2029684594422843,-1.0,-1.0,0.1409963032264024,0.1699955428970809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34.16715466666667,202.62553266666666,134.91772233333333,37.41212633333333,10.021234,6.081474666666667,-1.0,-1.0,-1.0,-1.0,42.6,288.0,34.67,97.02,4.87,-1.0,-1.0,12.715062,28.161337,4.0179496666666665,17.119858666666666,4.206444666666666,1.2928356666666667,5.101879666666666,0.8807603333333334,5.420828333333334,1.1745830000000002,3.341211,0.48500033333333337,3.0743953333333334,0.4819176666666667
53.316499858725926,1.21898856514408,15.725852481916162,8.92369924715789,5.500948397750274,8.494920312468382,3.5899663239271913,1.2729880585959092,-1.0,-1.0,0.17299837716975044,0.18799823646192534,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.016676666666665,195.26420666666667,128.80363466666665,26.856597,6.848488,13.673224,-1.0,-1.0,-1.0,-1.0,19.6,269.0,39.66,153.68,8.38,-1.0,-1.0,14.883516,40.05953266666667,5.439516333333334,23.981317,5.856775333333333,1.4554983333333333,6.513015666666667,1.100921,6.5800350000000005,1.3774473333333332,3.8370290000000002,0.551124,3.504291333333333,0.5407156666666667
48.55216170076954,2.4880082861986037,13.53404507452247,15.059889983509015,6.164020528990432,8.647028798536708,2.0000066609313536,0.5450018151037939,-1.0,-1.0,0.2500008326164192,0.49800165857190704,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.33300366666666,496.3851676666667,102.14913566666667,48.527421000000004,35.61389466666667,11.317337333333333,-1.0,-1.0,-1.0,-1.0,7.89,94.7,45.49,143.24,8.52,-1.0,-1.0,16.852575333333334,43.649101333333334,6.519095666666667,29.717324333333334,7.576209666666667,2.659718333333333,8.612149666666667,1.413907,7.998559,1.6349016666666667,4.443205333333333,0.6271943333333333,3.8530366666666667,0.5905493333333333
46.536933700805584,4.042994240117691,11.157984103693591,17.712563625556143,4.8459930961193,8.375988067085277,2.4899964526077296,1.0929984428515054,-1.0,-1.0,0.2539996381374953,0.4849993090420678,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.07950366666667,485.63384233333335,74.72216166666666,50.37407833333334,48.513721,104.754758,-1.0,-1.0,-1.0,-1.0,35.0,196.0,55.65,272.3,21.74,-1.0,-1.0,16.218688,43.800524333333335,6.896326999999999,32.514298,8.657515666666667,2.7372993333333335,10.296466666666667,1.702539,9.937527333333334,2.0395013333333334,5.529743666666667,0.7787976666666667,4.767804333333333,0.7301076666666666
46.64765080357954,2.1592623815817356,14.458277222328718,12.480490328468333,6.076667238370041,7.852770306399379,3.0533007798706606,4.048118060109566,-1.0,-1.0,0.2155271138732231,0.4769535205157437,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.8,203.0,243.0,43.6,80.4,27.5,-1.0,-1.0,-1.0,-1.0,236.0,240.0,47.88,192.43,9.4,-1.0,-1.0,22.7,56.7,7.82,35.0,7.63,2.15,8.22,1.27,7.71,1.54,4.19,0.6,3.73,0.56
47.31105485871255,0.8344329414853864,9.448287180108666,10.730435506022147,15.127205053626612,10.532353814457977,0.49727827263729824,2.1920026257852108,-1.0,-1.0,0.226758892322608,0.21780788341513663,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.5,228.0,967.0,62.2,214.0,4.32,-1.0,-1.0,-1.0,-1.0,132.0,29.4,26.48,77.31,5.1,-1.0,-1.0,11.4,28.7,3.8,17.3,4.07,1.03,4.35,0.67,4.22,0.85,2.42,0.36,2.35,0.36
43.4882131661442,0.9617585604051121,10.204995076762318,11.583935873173083,17.472942789968652,11.967223494895908,1.2046872236958444,0.28673547142512656,-1.0,-1.0,0.230981351981352,0.25388036532433084,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.4,199.0,635.0,68.8,396.0,77.4,-1.0,-1.0,-1.0,-1.0,2.85,231.0,20.65,59.26,5.66,-1.0,-1.0,8.69,20.2,2.72,12.5,2.96,0.92,3.27,0.5,3.05,0.62,1.71,0.24,1.52,0.23
44.55309289232934,0.8235719915552426,13.458848698099928,10.632247971750502,12.74482547501759,10.661442646023925,0.5184004222378606,2.2643339197748062,-1.0,-1.0,0.1995352568613652,0.03716833216045038,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.6,262.0,1160.0,54.4,387.0,33.8,-1.0,-1.0,-1.0,-1.0,186.0,37.0,26.18,20.98,1.15,-1.0,-1.0,5.74,20.4,2.95,12.9,3.52,0.88,4.16,0.71,4.43,0.89,2.52,0.37,2.45,0.38
48.55353573003086,0.4859328483828303,9.14229489800008,10.39957997329224,14.88604104043926,11.914795198589234,1.1129750310608792,1.1517304116067493,-1.0,-1.0,0.1301783295258707,0.01888082641978277,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.1,238.0,1232.0,54.1,363.0,4.67,-1.0,-1.0,-1.0,-1.0,40.4,16.0,13.78,24.88,1.93,-1.0,-1.0,3.6,6.17,1.39,6.73,1.84,0.4,2.2,0.36,2.22,0.45,1.27,0.19,1.21,0.19
46.49638363237899,0.9994084600066048,17.987361426612896,10.712952367331713,7.644877462998729,10.91983148035105,2.747377838265168,0.370298752114001,-1.0,-1.0,0.1741996817740596,0.1214420638653444,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.0,396.0,52.0,57.3,52.0,37.4,-1.0,-1.0,-1.0,-1.0,81.0,530.0,27.18,48.47,4.84,-1.0,-1.0,8.3,23.5,3.53,18.0,4.77,1.6,5.37,0.76,4.56,0.92,2.49,0.35,2.2,0.33
42.377272791327364,1.708825208612238,16.739918467593384,11.615449171037927,9.38510292208119,10.94762801091125,2.1099064893756228,2.2910399710107,-1.0,-1.0,0.19208110964598832,0.20103825983673387,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.2,172.0,109.0,52.5,57.6,50.4,-1.0,-1.0,-1.0,-1.0,4.23,194.0,22.38,41.65,1.29,-1.0,-1.0,2.97,7.08,1.0,5.13,1.69,0.9,2.67,0.48,3.43,0.77,2.3,0.34,2.29,0.35
51.52523981675763,0.6436185403897554,17.88524545802211,6.883760313638204,8.545823952952862,7.905185128027875,2.9916343266264556,2.103679118125774,-1.0,-1.0,0.13110748044976497,0.14799253475011348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,162.498744,609.3,53.1314784,54.71,-1.0,103.87,-1.0,-1.0,-1.0,109.93,375.06,12.9,67.24,3.62,-1.0,-1.0,11.9,26.5,3.2,14.0,2.89,1.32,2.82,0.41,2.56,0.5,1.4,0.2,1.31,0.19
53.124752273957675,0.43104604338577485,18.11157987175262,6.694507524726083,6.604275298881827,7.101268519637044,3.7274491556641283,1.74712232219334,-1.0,-1.0,0.12902708615760444,0.10608893750736366,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.9,139.626648,379.5,55.5830176,47.288,3.715,98.78,-1.0,-1.0,-1.0,87.17,394.15,17.2,86.93,3.89,-1.0,-1.0,18.6,30.9,4.81,20.5,4.01,1.64,3.67,0.52,3.31,0.65,1.91,0.27,1.79,0.26
43.75967208158658,0.7382341784908094,14.448014753305385,12.226285798989148,13.141755885198322,9.955275919058368,1.0489654546920348,1.1330806090777168,-1.0,-1.0,0.1998971904224444,0.08708392454047081,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.5,187.0,348.0,60.9,373.0,42.9,-1.0,-1.0,-1.0,-1.0,82.0,64.3,28.11,62.36,1.96,-1.0,-1.0,5.54,11.9,1.54,7.25,2.16,0.83,3.36,0.61,4.33,0.95,2.85,0.43,2.74,0.43
45.63300018552691,0.8676683235902736,15.043224379134344,12.303807939295577,11.451434911457444,7.834826555805995,0.9867989858681144,3.074563842287274,-1.0,-1.0,0.3008049222515479,0.03871746524029825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.9,310.128264,424.2,91.8021192,261.816,9.157,172.687,-1.0,-1.0,-1.0,207.59,60.56,45.2,75.26,4.44,-1.0,-1.0,22.7,56.7,7.82,35.0,7.63,2.15,8.22,1.27,7.71,1.54,4.19,0.6,3.73,0.56
